Epoch,train_loss,train_acc,val_loss,val_acc
0,1.2695143222808838,39.4327538883806,1.2206365201208327,43.40659340659341
1,1.222617999367092,46.79780420860018,1.2062186731232538,45.78754578754579
2,1.2004204694775567,51.0064043915828,1.172054926554362,51.83150183150183
3,1.1893078468847966,52.92772186642269,1.1740879813830059,51.0989010989011
4,1.1808103184769119,53.84263494967978,1.1668886542320251,51.46520146520147
5,1.1666212531103604,55.16925892040256,1.1659097141689725,52.38095238095238
6,1.1655441539874976,55.35224153705398,1.1529710359043546,53.663003663003664
7,1.1614774310070535,56.17566331198536,1.1442782084147136,54.76190476190476
8,1.1531085587929988,56.35864592863678,1.1549403270085652,53.663003663003664
9,1.1537263548892478,56.86184812442818,1.1471277409129672,55.12820512820513
10,1.1436874296354211,57.45654162854529,1.1359691619873047,55.67765567765568
11,1.1462817744932312,57.41079597438243,1.1484279500113592,53.47985347985348
12,1.138692729714988,58.27996340347667,1.1367363466156855,56.043956043956044
13,1.142388079477393,57.913998170173834,1.1446608238750033,54.57875457875458
14,1.1281746021215466,59.65233302836231,1.134773161676195,55.67765567765568
