Epoch,train_loss,train_acc,val_loss,val_acc
0,1.2190552794415017,51.785714285714285,1.1689547167883978,58.02919708029197
1,1.1283480948296145,63.73626373626374,1.1271143290731642,63.86861313868613
2,1.091329384541166,67.81135531135531,1.0973062283462949,64.05109489051095
3,1.0716308666312175,68.26923076923077,1.0696822967794206,67.15328467153284
4,1.0539432539456133,70.23809523809524,1.0440417528152466,67.33576642335767
5,1.045964266942895,70.74175824175825,1.0334028402964275,69.34306569343066
6,1.0351277537967847,72.20695970695971,1.0305502712726593,68.61313868613139
7,1.0300912200540737,72.75641025641026,1.021383308702045,71.16788321167883
8,1.0212847236273945,72.11538461538461,1.0162920852502186,72.81021897810218
9,1.015123360398887,73.35164835164835,1.0139818555778928,69.7080291970803
10,1.0101342995961506,75.32051282051282,1.0030437774128385,71.53284671532846
11,1.0023640489232712,74.81684981684981,0.999436659945382,72.44525547445255
12,1.0007257556569749,75.41208791208791,0.9902141259776222,73.72262773722628
13,0.9933944223583608,76.87728937728937,0.9891538553767734,72.62773722627738
14,0.9929211588873379,76.19047619047619,0.9864166445202298,75.36496350364963
