train_loss,train_f1,val_loss,val_f1,fold_duration_sec
0.8684103113804085,0.8614088634054895,0.8176294974533909,0.8991579820285132,2967.498871088028
0.8465122854387438,0.8866849438493865,0.8070792907691864,0.922651720691317,2967.498871088028
0.8815081529175453,0.8416781438082435,0.8319499844528107,0.8836293161088877,2967.498871088028
0.9058680840440698,0.8129886778992748,0.9632831632372845,0.7640570578160579,2967.498871088028
0.9232183812207697,0.800120276968628,1.0474003840641803,0.674351738191457,2967.498871088028
0.9886925678455691,0.7203497188955653,0.8619864231132599,0.8539123662491844,2967.498871088028
0.9575380254896451,0.7754607944684053,0.8686439552939081,0.8355128103399776,2967.498871088028
0.946509419490932,0.7669845507525636,0.8806538782924055,0.8406839307386291,2967.498871088028
0.9267576578501109,0.7745023425790951,0.9136911960969488,0.7543424654395274,2967.498871088028
1.0780963326973345,0.6277057583980044,1.0019193471196186,0.7679057658764584,2967.498871088028
1.0815452654849609,0.6617268316481683,0.9391495520810047,0.7722426016366161,2967.498871088028
1.004871129069089,0.729715192408519,0.9901853885995336,0.7640574656334918,2967.498871088028
0.9901793571512671,0.74121479238317,0.9112042720059315,0.8128337316145926,2967.498871088028
1.0935206774579052,0.6227929302003377,0.909011397735182,0.820836132885405,2967.498871088028
0.9728032382758888,0.7333272112959638,0.9055122438683567,0.8187616430733431,2967.498871088028
