Epoch,train_loss,train_acc,val_loss,val_acc
0,1.229753045068271,47.301006404391586,1.1564899616771274,64.46886446886447
1,1.1365799644719,64.59286367795059,1.0989511675304837,69.96336996336996
2,1.0963748848956565,66.55992680695334,1.0679044723510742,71.24542124542124
3,1.075651510902073,67.65782250686185,1.0500838624106512,73.44322344322345
4,1.0578535035036611,70.86001829826166,1.0507779551876917,69.78021978021978
5,1.0581498016481814,69.94510521500457,1.0240469310018752,77.47252747252747
6,1.0404165067534517,71.95791399817017,1.0130649970637426,76.37362637362638
7,1.0324213418407717,72.32387923147301,1.0091932283507452,76.55677655677655
8,1.0245788762534873,72.50686184812443,1.0172019170390234,73.80952380952381
9,1.0242234364799832,72.96431838975298,1.003474987215466,77.65567765567765
10,1.0139305859372236,74.29094236047575,1.0031254159079657,79.85347985347985
11,1.0124993445216746,74.10795974382434,0.992957247628106,78.75457875457876
12,1.0089035785716514,74.47392497712717,0.990644610590405,79.12087912087912
13,1.0033223387123882,75.43458371454712,0.98511427309778,79.85347985347985
14,0.996786324010379,75.7548032936871,0.9796794686052535,80.03663003663004
