Epoch,train_loss,train_acc,val_loss,val_acc
0,1.2289055395817412,51.82982616651418,1.1471847527556949,61.53846153846154
1,1.1313810193020364,64.63860933211345,1.1049427058961656,61.904761904761905
2,1.0932857748390972,66.6056724611162,1.0748180548350017,68.86446886446886
3,1.0691325880479121,69.35041171088747,1.0538071228398218,68.86446886446886
4,1.0517246714536694,70.49405306495883,1.0468543767929077,69.23076923076923
5,1.0373493052911067,72.50686184812443,1.0363427102565765,68.68131868131869
6,1.0336862189182336,71.40896614821592,1.0337410039371915,71.06227106227107
7,1.0287002402803171,72.55260750228729,1.017166942358017,72.52747252747253
8,1.0188179646713147,73.78774016468435,1.0135624210039775,72.34432234432235
9,1.0122433209764785,74.33668801463861,1.001936462190416,73.07692307692308
10,1.0009442014970642,76.30375114364135,0.9985638790660434,75.45787545787546
11,1.0057157433551291,74.79414455626716,0.9956926008065542,73.80952380952381
12,1.002567526223003,75.93778591033852,0.9941794640488095,75.45787545787546
13,0.9931404892949091,75.66331198536139,0.9867207838429345,73.07692307692308
14,0.9920089754505433,76.98993595608417,0.9899361464712355,74.54212454212454
